"score","a","b","doubtful","sex","length_cm","length_type","r2","sd_b","sd_log10_a","n","country","locality","species","family","length_cm_min","length_cm_max"
0,0.1444,2.385,"yes","unsexed","21.5- 30.0","FL",0.87,NA,NA,29,"Virgin Is. (US)","St. Thomas/St. John","Scarus taeniopterus","Scaridae",21.5,30
0.7,0.0135,3,"","unsexed","17.6- 28.0","TL",NA,NA,NA,4,"USA","Southern Florida","Scarus taeniopterus","Scaridae",17.6,28
0.93,0.0229,3.106,NA,"unsexed","13.0- 22.0","SL",0.934,0.357,0.446,25,"Philippines","Davao Gulf / 2009-2012","Scarus tricolor","Scaridae",13,22
0.7,0.019,2.526,NA,"female","4.0- 28.0","SL",NA,NA,NA,797,"Philippines","Panay Island (southern coast)","Scatophagus argus","Scatophagidae",4,28
0.96,0.0632,2.764,NA,"male","9.0- 24.1","TL",0.955,0.61,NA,192,"Pakistan","Indus delta / 1999-2001.","Scatophagus argus","Scatophagidae",9,24.1
0.98,0.0505,2.854,NA,"mixed","5.5- 45.0","TL",0.982,0.399,NA,709,"Pakistan","Indus delta / 1999-2001.","Scatophagus argus","Scatophagidae",5.5,45
0.97,0.0506,2.856,NA,"female","9.1- 45.0","TL",0.973,0.474,NA,464,"Pakistan","Indus delta / 1999-2001.","Scatophagus argus","Scatophagidae",9.1,45
0.7,0.00706,2.881,NA,"male","10.0- 27.0","SL",NA,NA,NA,252,"Philippines","Panay Island (southern coast)","Scatophagus argus","Scatophagidae",10,27
1,0.0377,2.922,NA,"unsexed","5.0- 36.0","TL",0.998,NA,NA,66,"New Caledonia","lagoon","Scatophagus argus","Scatophagidae",5,36
1,0.03454,2.948,NA,"mixed","5.0- 36.0","FL",0.996,NA,NA,45,"New Caledonia","","Scatophagus argus","Scatophagidae",5,36
0.99,0.0475,3.139,NA,"unsexed","6.1- 19.0","SL",0.991,0.202,0.201,13,"Philippines","Davao Gulf / 2009-2012","Scatophagus argus","Scatophagidae",6.1,19
0,0.01232,3,NA,"unsexed","55.0- 55.0","TL",NA,NA,NA,1,NA,NA,"Schedophilus medusophagus","Centrolophidae",55,55
0,0.01975,3,NA,"unsexed","","SL",NA,NA,NA,1,NA,NA,"Schedophilus medusophagus","Centrolophidae",NA,NA
0.9,0.005,3.268,NA,"unsexed",NA,"TL",0.903,NA,NA,NA,"Zambia","Bangweulu swamps, 1994-96","Schilbe banguelensis","Schilbeidae",NA,NA
0.93,0.00687,3.02,NA,"unsexed","4.2- 28.7","TL",0.933,NA,NA,9262,"Benin","Ouémé River Basin, 1999-2001","Schilbe intermedius","Schilbeidae",4.2,28.7
0.5,0.005,3.19,NA,"unsexed","","TL",NA,NA,NA,NA,"Botswana","Okavango Delta","Schilbe intermedius","Schilbeidae",NA,NA
0.7,0.0052,3.265,NA,"unsexed","11.2- 31.9","FL",NA,NA,NA,174,"Tanzania","Lake Victoria, 1973-75","Schilbe intermedius","Schilbeidae",11.2,31.9
1,0.003,3.36,NA,"unsexed","7.0- 21.0","SL",0.998,0.169,NA,34,"Cote d'Ivoire","River Bia (1995-97); Rivers Soumié, Eholié, Ehania and Noé, 2003-2005","Schilbe intermedius","Schilbeidae",7,21
0.91,0.006,3.081,NA,"unsexed","6.2- 28.5","SL",0.911,0.945,NA,1844,"Cote d'Ivoire","River Bia (1995-97); Rivers Soumié, Eholié, Ehania and Noé, 2003-2005","Schilbe mandibularis","Schilbeidae",6.2,28.5
0.91,0.105,2.012,NA,"unsexed","","TL",0.91,0.034,NA,57,"Nigeria","Ologe Lagoon, 3° 2'E to 3° 7'E; 6°27'N to 6°30'N, 2007","Schilbe mystus","Schilbeidae",NA,NA
0.89,0.0284,2.506,NA,"unsexed","14.7- 20.1","TL",0.891,NA,NA,70,"Nigeria","Ikpa River","Schilbe mystus","Schilbeidae",14.7,20.1
0.5,0.0196,2.842,NA,"unsexed","","SL",NA,NA,NA,NA,"Zambia","Lake Kariba","Schilbe mystus","Schilbeidae",NA,NA
0.94,0.00813,2.87,NA,"unsexed","6.7- 31.8","TL",0.939,NA,NA,387,"Benin","Ouémé River Basin, 1999-2001","Schilbe mystus","Schilbeidae",6.7,31.8
0.5,0.0176,2.892,NA,"unsexed","","SL",NA,NA,NA,NA,"Zambia","Lake Kariba","Schilbe mystus","Schilbeidae",NA,NA
0.98,0.0148,2.93,NA,"male","6.8- 15.0","SL",0.98,NA,NA,26,"Nigeria","Lake Kainji","Schilbe mystus","Schilbeidae",6.8,15
0.95,0.0102,2.981,NA,"unsexed","6.0- 19.0","SL",0.945,NA,NA,431,"Ghana","Volta River","Schilbe mystus","Schilbeidae",6,19
0.96,0.0102,3.02,NA,"male","10.0- 20.0","SL",0.96,NA,NA,109,"Nigeria","Lake Kainji","Schilbe mystus","Schilbeidae",10,20
0.98,0.0091,3.07,NA,"female","7.0- 22.4","SL",0.98,NA,NA,474,"Nigeria","Lake Kainji","Schilbe mystus","Schilbeidae",7,22.4
0.96,0.00769,3.154,NA,"unsexed","4.9- 23.3","SL",0.958,NA,NA,320,"Ghana","Volta River","Schilbe mystus","Schilbeidae",4.9,23.3
0.96,0.0063,3.24,NA,"female","9.0- 20.0","SL",0.96,NA,NA,111,"Nigeria","Lake Kainji","Schilbe mystus","Schilbeidae",9,20
0.9,0.005,3.268,NA,"unsexed","","TL",0.903,NA,NA,789,"Zambia","Bangweulu swamps, 1994-96","Schilbe mystus","Schilbeidae",NA,NA
0,0.00917,3,NA,"unsexed","6.1- 10.2","TL",NA,NA,NA,6,"China","Lancang River / 2007","Schistura fasciolata","Nemacheilidae",6.1,10.2
0.96,0.0159,3.01,NA,"unsexed","5.3- 7.9","SL",0.96,0.12,0.0942,120,"China","upper reaches of Yangtze River / 2005-2012","Schistura fasciolata","Nemacheilidae",5.3,7.9
0.99,0.00722,3.48,NA,"unsexed","3.8- 8.2","TL",0.988,0.15,0.1198,49,"China","Yalong and Wujiang rivers / 2004-2014","Schistura fasciolata","Nemacheilidae",3.8,8.2
0.99,0.00251,3.28,NA,"unsexed","6.2- 14.3","TL",0.989,0.21,0.2122,15,"China","Hongshui River / 2009-2013","Schistura incerta","Nemacheilidae",6.2,14.3
0.97,0.0061,3.075,NA,"unsexed","6.7- 10.0","TL",0.97,0.312,1.3082,19,"India","Kosi River (29°27'48''N; 79°28' 81''E) of Uttarakhand (a Ganga River Basin tributary), 2013-14","Schistura obliquofascia","Nemacheilidae",6.7,10
0.98,0.0243,2.92,NA,"unsexed","10.1- 30.0","SL",0.98,0.14,0.1897,46,"Brazil","Santa Virginia Bay, Rio Negro basin, Pantanal / 1999-2001","Schizodon borellii","Anostomidae",10.1,30
0.99,0.0237,3.02,NA,"unsexed","10.0- 27.3","SL",0.99,0.08,0.1006,86,"Brazil","Iguatemi River / 2006-2008","Schizodon borellii","Anostomidae",10,27.3
0.97,0.02231,2.925,NA,"unsexed","9.4- 31.9","SL",0.97,0.023,0.0296,439,"Brazil","Madiera River, Amazon /  2008-2011","Schizodon fasciatus","Anostomidae",9.4,31.9
0.98,0.019,3.08,NA,"unsexed","8.6- 25.5","TL",0.979,0.09,NA,188,"Brazil","Jurumirim reservoir, 2001-02","Schizodon intermedius","Anostomidae",8.6,25.5
0.96,0.0207,2.96,NA,"unsexed","4.1- 28.0","SL",0.963,0.06,0.0705,460,"Brazil","Taquari River, Paranapanema Basin / 2011-2013.","Schizodon nasutus","Anostomidae",4.1,28
0.99,0.031,2.99,NA,"unsexed","9.2- 25.8","TL",0.988,0.06,NA,280,"Brazil","Jurumirim reservoir, 2001-02","Schizodon nasutus","Anostomidae",9.2,25.8
0.95,0.0136,3.111,NA,"mixed","11.5- 35.0","SL",0.947,0.065,0.0882,496,"Brazil","Tucuru?´ Reservoir / 2001-2010","Schizodon vittatus","Anostomidae",11.5,35
0.99,0.0058,3.2,NA,"unsexed","13.0- 31.0","TL",0.991,0.14,0.1952,23,"Brazil","Xingu River basin / 2012-2014","Schizodon vittatus","Anostomidae",13,31
0.97,0.01212,2.74,NA,"unsexed","2.8- 4.8","TL",0.97,0.11,0.0732,53,"Brazil","Guandu River / 2010-2011","Schizolecis guntheri","Loricariidae",2.8,4.8
0.98,0.049,2.66,NA,"unsexed","14.7- 32.6","SL",0.982,0.207,0.2752,173,"India","Dal Lake, Kashmir Valley, 2011","Schizopyge niger","Cyprinidae",14.7,32.6
0.99,0.0188,2.896,NA,"unsexed","12.4- 33.2","TL",0.989,0.178,0.3057,169,"India","Kashmir Valley / 2013-2015","Schizopyge niger","Cyprinidae",12.4,33.2
0.95,0.0275,2.68,NA,"unsexed","6.2- 18.3","SL",0.95,0.33,0.3602,17,"China","Wujiao Nature Reserve / 2010-2012","Schizopygopsis kialingensis","Cyprinidae",6.2,18.3
0.98,0.011,3.06,NA,"unsexed","4.6- 27.3","SL",0.983,0.019,0,2004,"China","upper Jinsha River / 2010, 2011, 2013","Schizopygopsis malacanthus","Cyprinidae",4.6,27.3
0.96,0.0029,3.315,NA,"unsexed","11.9- 34.2","TL",0.961,0.099,0.12,183,"China","Zengqu River and Ouqu River / 2013","Schizopygopsis malacanthus","Cyprinidae",11.9,34.2
0,0.0556,2.54,"yes","unsexed","5.4- 32.5","TL",0.99,0.23,0.6052,39,"China","Nujiang-Salween River, Tibet / 2001-2004","Schizopygopsis thermalis","Cyprinidae",5.4,32.5
0.5,0.012,3.03,NA,"mixed","","SL",NA,NA,NA,NA,"China","Yarlung Tsangpo River, Tibet, 2008-2009","Schizopygopsis younghusbandi","Cyprinidae",NA,NA
0.99,0.0077,3.03,NA,"unsexed","3.9- 40.0","TL",0.991,0.04,0.0383,278,"China","Lhasa River basin, Tibet / 2010, 2014","Schizopygopsis younghusbandi","Cyprinidae",3.9,40
0.98,0.00573,3.14,NA,"unsexed","17.2- 48.7","TL",0.98,0.17,0.2696,35,"China","Niyang River / 2008","Schizopygopsis younghusbandi","Cyprinidae",17.2,48.7
0.99,0.00441,3.16,NA,"unsexed","7.5- 49.6","TL",0.99,0.05,0.081,120,"China","Yalu Tsangpo River / 2014","Schizopygopsis younghusbandi","Cyprinidae",7.5,49.6
0.98,0.0041,3.27,NA,"unsexed","7.8- 50.6","TL",0.979,0.08,0.0943,156,"China","Tarim River, 2009-10","Schizothorax biddulphi","Cyprinidae",7.8,50.6
0.98,0.0181,2.94,NA,"unsexed","6.3- 53.0","SL",0.977,0.1,0.1147,72,"China","Jinsha River / 2004-2013","Schizothorax chongi","Cyprinidae",6.3,53
0.99,0.039,2.69,NA,"unsexed","14.5- 37.0","SL",0.992,0.108,0.1439,136,"India","Jhelum River, 2011","Schizothorax curvifrons","Cyprinidae",14.5,37
0.96,0.0122,2.81,NA,"unsexed","16.4- 39.3","TL",0.96,0.095,0.0611,210,"India","Dal Lake (34°07' N and 74°52' E) in the Kashmir Valley, 2011","Schizothorax curvifrons","Cyprinidae",16.4,39.3
0.99,0.015,2.916,NA,"unsexed","15.6- 35.7","TL",0.985,0.165,0.2665,156,"India","Kashmir Valley / 2013-2015","Schizothorax curvifrons","Cyprinidae",15.6,35.7
0.98,0.002,3.49,NA,"unsexed","10.3- 30.6","TL",0.975,0.19,0.2596,37,"China","Tarim River, 2009-10","Schizothorax davidi","Cyprinidae",10.3,30.6
0.99,0.016,2.987,NA,"unsexed","6.4- 46.6","SL",0.986,0.038,0.058,330,"China","upper Jinsha River / 2010, 2011, 2013","Schizothorax dolichonema","Cyprinidae",6.4,46.6
0.98,0.0076,3.029,NA,"unsexed","14.0- 35.8","TL",0.98,0.164,0.2374,31,"China","Zengqu River and Ouqu River / 2013","Schizothorax dolichonema","Cyprinidae",14,35.8
0.98,0.0454,2.81,NA,"unsexed","12.5- 41.7","TL",0.977,0.342,0.3226,37,"India","Indus river basin / 2013-2014.","Schizothorax esocinus","Cyprinidae",12.5,41.7
0.99,0.0109,2.98,NA,"unsexed","13.3- 48.5","TL",0.988,0.046,0.0597,194,"India","Lidder River (34°0'45'' N and 75°18' 56?E), a tributary of the Jhelum River, 2011","Schizothorax esocinus","Cyprinidae",13.3,48.5
0.98,0.0094,3,NA,"unsexed","14.9- 35.9","TL",0.981,0.11,0.1602,57,"China","Tarim River, 2009-10","Schizothorax esocinus","Cyprinidae",14.9,35.9
0.96,0.0167,3,NA,"unsexed","5.7- 42.0","TL",0.956,0.059,0.0989,70,"India","Lidder River, Kashmir Valley, 2003-05","Schizothorax esocinus","Cyprinidae",5.7,42
1,0.011,3.08,NA,"unsexed","10.3- 50.8","SL",0.995,0.1,0.1383,163,"India","Jhelum River, Kashmir Valley, 2011","Schizothorax esocinus","Cyprinidae",10.3,50.8
0.98,0.003,3.38,NA,"unsexed","10.4- 35.5","TL",0.978,0.09,0.1154,122,"China","Tarim River, 2009-10","Schizothorax eurystomus","Cyprinidae",10.4,35.5
0.99,0.0321,2.76,NA,"unsexed","3.7- 38.0","SL",0.993,0.06,0.0735,68,"China","Jinsha River / 2004-2013","Schizothorax kozlovi","Cyprinidae",3.7,38
0.99,0.017,2.961,NA,"unsexed","5.8- 52.8","SL",0.986,0.044,0.0544,257,"China","upper Jinsha River / 2010, 2011, 2013","Schizothorax kozlovi","Cyprinidae",5.8,52.8
0.97,0.044,2.64,NA,"unsexed","17.6- 38.7","SL",0.972,0.25,-0.3199,142,"India","Jhelum River, Kashmir Valley, 2011","Schizothorax labiatus","Cyprinidae",17.6,38.7
0.97,0.0129,2.65,NA,"unsexed","18.4- 32.8","TL",0.972,0.26,0.2515,59,"India","Poonch River (33°46'22.19?N; 74°4'42.45?E), Jhelum River, 2014-15","Schizothorax labiatus","Cyprinidae",18.4,32.8
0.98,0.0103,2.79,NA,"unsexed","12.5- 37.5","TL",0.981,0.173,0.242,187,"India","Lidder River (34°0'45'' N and 75°18' 56?E), a tributary of the Jhelum River, 2011","Schizothorax labiatus","Cyprinidae",12.5,37.5
0.98,0.0105,3,NA,"unsexed","16.2- 31.9","TL",0.982,0.14,NA,69,"India","Indus Basin, Jammu and Kashmir / 2013-2014","Schizothorax labiatus","Cyprinidae",16.2,31.9
0.95,0.0138,3.09,NA,"unsexed","9.2- 25.5","TL",0.953,0.18,0.2591,40,"India","Lidder River, Kashmir Valley, 2003-05","Schizothorax labiatus","Cyprinidae",9.2,25.5
0.99,0.0038,3.27,NA,"unsexed","18.4- 31.5","TL",0.987,0.27,0.3392,12,"China","Tarim River, 2009-10","Schizothorax labrosus","Cyprinidae",18.4,31.5
0.99,0.00594,3.13,NA,"unsexed","13.3- 47.3","TL",0.99,0.06,0.0935,66,"China","Yalu Tsangpo River / 2014","Schizothorax macropogon","Cyprinidae",13.3,47.3
0.96,0.0208,2.74,NA,"unsexed","27.2- 50.0","TL",0.96,0.14,0.3095,96,"China","Rangandadi River / 2013","Schizothorax nukiangensis","Cyprinidae",27.2,50
0.98,0.0125,2.88,"","unsexed","6.7- 59.6","TL",0.98,0.07,0.0991,192,"China","Yalu Tsangpo River / 2014","Schizothorax oconnori","Cyprinidae",6.7,59.6
0,0.00175,3.51,"yes","unsexed","15.1- 43.9","TL",0.94,0.26,0.3857,53,"China","Niyang River / 2008","Schizothorax oconnori","Cyprinidae",15.1,43.9
0.97,0.018,2.6,NA,"unsexed","14.7- 39.5","TL",0.968,0.192,0.1314,183,"India","Lidder River (34°0'45'' N and 75°18' 56?E), a tributary of the Jhelum River, 2011","Schizothorax plagiostomus","Cyprinidae",14.7,39.5
0.98,0.022,2.86,NA,"unsexed","18.5- 41.5","SL",0.982,0.2,0.301,121,"India","Jhelum River, Kashmir Valley. 2011","Schizothorax plagiostomus","Cyprinidae",18.5,41.5
0.99,0.0144,2.926,NA,"unsexed","13.8- 36.9","TL",0.991,0.135,0.196,151,"India","Kashmir Valley / 2013-2015","Schizothorax plagiostomus","Cyprinidae",13.8,36.9
0.98,0.0192,2.95,NA,"unsexed","9.6- 52.0","TL",0.981,0.09,0.0902,136,"India","Lidder River, Kashmir Valley, 2003-05","Schizothorax plagiostomus","Cyprinidae",9.6,52
0.95,0.0234,2.89,NA,"unsexed","6.9- 14.4","SL",0.95,0.31,0.348,22,"China","Wujiao Nature Reserve / 2010-2012","Schizothorax prenanti","Cyprinidae",6.9,14.4
0.99,0.0196,2.95,NA,"unsexed","4.7- 29.8","SL",0.987,0.06,0.0644,135,"China","Jinsha River / 2004-2013","Schizothorax prenanti","Cyprinidae",4.7,29.8
1,0.00885,3.052,NA,"unsexed","3.0- 33.5","TL",0.997,0.042,0.0515,63,"China","Laohegou River / 2012","Schizothorax prenanti","Cyprinidae",3,33.5
0.99,0.0102,3.02,NA,"unsexed","14.4- 33.2","TL",0.992,0.137,0.3554,35,"India","Indus Basin, Jammu and Kashmir / 2013-2014","Schizothorax progastus","Cyprinidae",14.4,33.2
1,0.006,3.14,NA,"unsexed","8.2- 49.9","TL",0.995,0.04,0,151,"China","Ili River / 2006","Schizothorax pseudoaksaiensis pseudoaksaiensis","Cyprinidae",8.2,49.9
0.97,0.0434,2.811,NA,"unsexed","11.8- 28.1","TL",0.974,0.34,0.303,39,"India","Kosi River (29°27'48''N; 79°28' 81''E) of Uttarakhand (a Ganga River Basin tributary), 2013-14","Schizothorax richardsonii","Cyprinidae",11.8,28.1
0.95,0.0141,2.929,NA,"mixed","10.1- 29.0","TL",0.947,NA,NA,217,"India","Jammu region","Schizothorax richardsonii","Cyprinidae",10.1,29
0.98,0.0096,2.96,NA,"unsexed","14.8- 36.7","TL",0.98,0.14,0.2663,98,"India","Indus Basin, Jammu and Kashmir / 2013-2014","Schizothorax richardsonii","Cyprinidae",14.8,36.7
0.98,0.0044,3.14,NA,"unsexed","13.6- 58.5","TL",0.98,0.07,0.1006,166,"China","Yalu Tsangpo River / 2014","Schizothorax waltoni","Cyprinidae",13.6,58.5
0.99,0.0294,2.78,NA,"unsexed","3.6- 33.5","SL",0.994,0.02,0.0196,364,"China","Jinsha River / 2004-2013","Schizothorax wangchiachii","Cyprinidae",3.6,33.5
0.99,0.015,3.034,NA,"unsexed","5.8- 57.5","SL",0.993,0.011,0.03,998,"China","upper Jinsha River / 2010, 2011, 2013","Schizothorax wangchiachii","Cyprinidae",5.8,57.5
0.7,0.0069,3.086,NA,"unsexed","11.4- 32.4","TL",NA,0.144,0.1856,27,"China","Zengqu River and Ouqu River / 2013","Schizothorax wangchiachii","Cyprinidae",11.4,32.4
0.99,0.0125,3.04,NA,"unsexed","27.0- 92.0","TL",0.99,0.1,0.1847,31,"Brazil","Amazon estuary / 1996-1997","Sciades couma","Ariidae",27,92
0.98,0.0064,3.08,NA,"unsexed","5.3- 35.1","TL",0.979,NA,NA,2699,"Brazil","Northern region (Curuçá Estuary), Pará, 2003-2004","Sciades herzbergii","Ariidae",5.3,35.1
0.99,0.0041,3.196,NA,"mixed","2.9- 33.9","TL",0.988,0.32,0.7844,844,"Brazil","Pará (0°S - 25°S), 2003-2004","Sciades herzbergii","Ariidae",2.9,33.9
0.96,0.0032,3.369,NA,"unsexed","10.0- 42.5","TL",0.963,NA,NA,845,"Brazil","Ilha de Paciência, Maranhão, 2006-2007","Sciades herzbergii","Ariidae",10,42.5
0.99,0.00612,3.25,NA,"unsexed","12.4- 107.5","TL",0.99,0.02,0.1335,1130,"Brazil","Amazon estuary / 1996-1997","Sciades parkeri","Ariidae",12.4,107.5
0.98,0.00577,3.19,NA,"unsexed","24.0- 64.5","TL",0.98,0.07,0.1158,199,"China","Amazon estuary / 1996-1997","Sciades proops","Ariidae",24,64.5
0.7,0.024,2.81,"","mixed","15.0- 55.0","TL",NA,NA,NA,NA,"Tunisia","W. Mediterranean, Northern Tunisia","Sciaena umbra","Sciaenidae",15,55
0.96,0.0352,3.048,"","unsexed","18.1- 41.2","TL",0.964,NA,NA,26,"Croatia","Eastern Adriatic, 1991-94","Sciaena umbra","Sciaenidae",18.1,41.2
0.98,0.0354,3.05,"","unsexed","18.1- 41.4","TL",0.98,NA,NA,39,"Croatia","River Mirna estuary, northern Adriatic, 2000-2004","Sciaena umbra","Sciaenidae",18.1,41.4
0,0.0069,3.159,"yes","juvenile","2.9- 12.0","TL",0.977,1.171,NA,12,"Turkey","Erdek Bay (27°20'- 27°52' E; 40°18'-40°28' N), Sea of Marmara, 2000-2001","Sciaena umbra","Sciaenidae",2.9,12
0.98,0.0055,3.23,"","unsexed","13.9- 29.8","TL",0.983,0.436,NA,24,"Turkey","Gökceada Island (northern Aegean Sea), 2004-2038","Sciaena umbra","Sciaenidae",13.9,29.8
0,0.0143,3,NA,"unsexed","144.0- 144.0","TL",NA,NA,NA,1,"","","Sciaenops ocellatus","Sciaenidae",144,144
0.99,0.01001,3.028,NA,"mixed","25.7- 111.0","FL",0.992,NA,NA,484,"USA","Atlantic coast, Florida, 1981-83","Sciaenops ocellatus","Sciaenidae",25.7,111
0.99,0.00774,3.098,NA,"mixed","24.2- 100.0","FL",0.992,NA,NA,41,"USA","Gulf coast, Florida, 1981-83","Sciaenops ocellatus","Sciaenidae",24.2,100
0.97,0.01706,2.84,NA,"unsexed","4.6- 9.0","TL",0.97,0.16,0.1316,42,"Brazil","Guandu River / 2010-2011","Scleromystax barbatus","Callichthyidae",4.6,9
0.96,0.00558,3.24,NA,"unsexed","2.6- 6.4","TL",0.96,0.13,0.0167,135,"Brazil","Chasqueiro Stream, Arroio Grande","Scleronema angustirostre","Trichomycteridae",2.6,6.4
0,0.00672,3,"yes","juvenile","12.3- 12.3","TL",NA,NA,NA,1,NA,NA,"Scleropages jardinii","Osteoglossidae",12.3,12.3
0,0.0108,3,"","unsexed","","SL",NA,NA,NA,1,NA,NA,"Scleropages jardinii","Osteoglossidae",NA,NA
0.99,0.0115,3.02,NA,"unsexed","7.3- 29.0","TL",0.99,0.18,0.2034,16,"Brazil","Xingu River basin / 2012-2014","Scobinancistrus aureatus","Loricariidae",7.3,29
0.97,0.0092,3.14,NA,"unsexed","4.0- 27.0","TL",0.973,0.19,0.1929,35,"Brazil","Xingu River basin / 2012-2014","Scobinancistrus pariolispos","Loricariidae",4,27
0.5,0.00859,2.784,NA,"female",NA,"FL",NA,NA,NA,NA,"India","Veraval, Gujarat, 1979","Scoliodon laticaudus","Carcharhinidae",NA,NA
0.5,0.00439,2.935,NA,"male",NA,"FL",NA,NA,NA,NA,"India","Veraval, Gujarat, 1979","Scoliodon laticaudus","Carcharhinidae",NA,NA
0.99,0.0149,3.141,NA,"unsexed","4.5- 19.0","FL",0.992,NA,NA,63,"New Caledonia","lagoon","Scolopsis bilineata","Nemipteridae",4.5,19
0.99,0.01383,3.174,NA,"mixed","3.5- 19.4","FL",0.992,NA,NA,104,"New Caledonia","","Scolopsis bilineata","Nemipteridae",3.5,19.4
0,0.0641,2.48,"yes","unsexed","16.0- 26.1","TL",0.964,NA,NA,9,"Thailand","Rayong, Gulf of Thailand,1988","Scolopsis ciliata","Nemipteridae",16,26.1
0.99,0.0228,3.133,"","unsexed","7.5- 15.5","SL",0.993,0.172,0.1818,14,"Philippines","FishDavao Gulf / 2009-2012","Scolopsis ciliata","Nemipteridae",7.5,15.5
0,0.02565,3,NA,"unsexed",NA,"SL",NA,NA,NA,1,NA,NA,"Scolopsis frenata","Nemipteridae",NA,NA
0.97,0.0394,2.907,NA,"unsexed","8.5- 17.0","SL",0.97,0.121,0.1346,20,"Philippines","Davao Gulf / 2009-2012","Scolopsis lineata","Nemipteridae",8.5,17
0.98,0.0333,2.966,NA,"unsexed","7.5- 25.0","SL",0.978,0.195,0.2171,25,"Philippines","Davao Gulf / 2009-2012","Scolopsis margaritifera","Nemipteridae",7.5,25
0.99,0.025,3.104,NA,"unsexed","12.0- 28.5","SL",0.992,0.143,0.1805,19,"Philippines","Davao Gulf / 2009-2012","Scolopsis monogramma","Nemipteridae",12,28.5
0,0.089,2.44,"yes","mixed","14.2- 25.6","FL",0.72,NA,NA,NA,"United Arab Em.","southern Arabian Gulf, 2007-2008","Scolopsis taeniata","Nemipteridae",14.2,25.6
0.97,0.0407,2.832,NA,"unsexed","9.5- 24.0","FL",0.972,NA,NA,118,"Australia","Northern Territory, 1987-88","Scolopsis taenioptera","Nemipteridae",9.5,24
0.97,0.0315,2.95,NA,"unsexed","9.2- 17.0","SL",0.97,0.347,0.3979,13,"Philippines","Davao Gulf / 2009-2012","Scolopsis taenioptera","Nemipteridae",9.2,17
0.96,0.01847,2.981,NA,"mixed","7.0- 22.0","FL",0.96,NA,NA,563,"New Caledonia","","Scolopsis taenioptera","Nemipteridae",7,22
0.99,0.00542,3.28,NA,"unsexed","21.9- 24.8","TL",0.994,NA,NA,4,"Thailand","Rayong, Gulf of Thailand,1988","Scolopsis taenioptera","Nemipteridae",21.9,24.8
0.96,0.0263,2.846,"","unsexed","7.0- 21.0","FL",0.956,NA,NA,561,"New Caledonia","lagoon","Scolopsis temporalis","Nemipteridae",7,21
0,0.0113,3.09,"yes","unsexed","15.3- 23.1","TL",0.966,NA,NA,5,"Thailand","Rayong, Gulf of Thailand,1988","Scolopsis temporalis","Nemipteridae",15.3,23.1
0,0.0194,3,"","unsexed","11.5- 11.5","TL",NA,NA,NA,1,NA,NA,"Scolopsis vosmeri","Nemipteridae",11.5,11.5
0,0.03441,3,"yes","unsexed","","SL",NA,NA,NA,1,NA,NA,"Scolopsis vosmeri","Nemipteridae",NA,NA
0.5,0.00884,3.106,NA,"unsexed","","TL",NA,NA,NA,NA,"Taiwan","Northern region","Scomber australasicus","Scombridae",NA,NA
0.7,0.00567,3.167,NA,"unsexed","15.5- 23.5","TL",NA,NA,NA,NA,"Egypt","Red Sea coast, 1967-68","Scomber australasicus","Scombridae",15.5,23.5
0.5,0.00672,3.19,NA,"unsexed","","TL",NA,NA,NA,NA,"Taiwan","Southern region","Scomber australasicus","Scombridae",NA,NA
0.96,0.005,3.247,NA,"male","13.3- 35.6","TL",0.958,NA,NA,460,"Yemen","Gulf of Aden and Red Sea, 1993-96","Scomber australasicus","Scombridae",13.3,35.6
0.96,0.004,3.307,NA,"female","14.2- 35.2","TL",0.96,NA,NA,233,"Yemen","Gulf of Aden and Red Sea, 1993-96","Scomber australasicus","Scombridae",14.2,35.2
0.94,0.0051,3.131,NA,"mixed","9.0- 35.1","TL",0.94,NA,NA,1307,"Spain","Gulf of Cadiz, 2009-11","Scomber colias","Scombridae",9,35.1
0.81,0.0282,2.81,"","mixed","17.5- 44.2","TL",0.81,NA,NA,NA,"Argentina","Mar del Plata, 1984","Scomber japonicus","Scombridae",17.5,44.2
0.7,0.0196,2.88,"","unsexed","27.0- 34.0","TL",NA,NA,NA,24,"Cape Verde","1984","Scomber japonicus","Scombridae",27,34
0.97,0.01205,2.967,"","mixed","18.7- 29.6","FL",0.97,NA,NA,57,"Greece","G. S. Evvoikos, 1992-93","Scomber japonicus","Scombridae",18.7,29.6
0.67,0.0106,3,"","female","20.1- 38.2","TL",0.674,NA,NA,647,"Croatia","eastern Adriatic Sea, 1998-03","Scomber japonicus","Scombridae",20.1,38.2
0.5,0.00779,3.061,"","unsexed","","TL",NA,NA,NA,NA,"Brazil","São Paulo","Scomber japonicus","Scombridae",NA,NA
0.5,0.0096,3.083,"","unsexed","","",NA,NA,NA,NA,"Chile","Iquique","Scomber japonicus","Scombridae",NA,NA
0.98,0.0064,3.107,"","unsexed","18.1- 31.2","TL",0.978,0.485,NA,25,"Turkey","Gökceada Island (northern Aegean Sea), 2004-2039","Scomber japonicus","Scombridae",18.1,31.2
0,0.0056,3.113,"yes","juvenile","17.1- 22.0","TL",0.95,1.171,NA,11,"Turkey","NE Mediterranean coast, 2001-2003","Scomber japonicus","Scombridae",17.1,22
0.83,0.0066,3.14,"","mixed","19.6- 38.8","TL",0.828,NA,NA,1607,"Croatia","eastern Adriatic Sea, 1998-03","Scomber japonicus","Scombridae",19.6,38.8
